acc,dice,MIoU,epoch,step
0.8739835619926453,0.3610549569129944,0.2202971875667572,0,49
0.9042669534683228,0.6506926417350769,0.48224198818206787,0,99
0.9067980647087097,0.3560757339000702,0.21660105884075165,0,149
0.938077986240387,0.7636004090309143,0.6176000237464905,0,199
0.8495396375656128,0.28205981850624084,0.16418488323688507,0,249
